FECHA,CLASE,total_accidentes,MES,FESTIVO,MADRE,NAVIDAD,BRUJITOS,SEMSANTA,ESCOLAR,DIA_NOMBRE,SEMANA,PERIODO
2019-03-06,CAIDA OCUPANTE,21,03,No,No,No,No,No,No,MIERCOLES,10,2019
2019-03-06,CHOQUE,81,03,No,No,No,No,No,No,MIERCOLES,10,2019
2019-03-06,OTRO,18,03,No,No,No,No,No,No,MIERCOLES,10,2019
2019-03-06,VOLCAMIENTO,2,03,No,No,No,No,No,No,MIERCOLES,10,2019
2019-03-07,ATROPELLO,9,03,No,No,No,No,No,No,JUEVES,10,2019
2019-03-07,CAIDA OCUPANTE,13,03,No,No,No,No,No,No,JUEVES,10,2019
2019-03-07,CHOQUE,67,03,No,No,No,No,No,No,JUEVES,10,2019
2019-03-07,OTRO,7,03,No,No,No,No,No,No,JUEVES,10,2019
2019-03-08,ATROPELLO,8,03,No,No,No,No,No,No,VIERNES,10,2019
2019-03-08,CAIDA OCUPANTE,11,03,No,No,No,No,No,No,VIERNES,10,2019
2019-03-08,CHOQUE,62,03,No,No,No,No,No,No,VIERNES,10,2019
2019-03-08,OTRO,7,03,No,No,No,No,No,No,VIERNES,10,2019
2019-03-08,VOLCAMIENTO,1,03,No,No,No,No,No,No,VIERNES,10,2019
2019-03-09,ATROPELLO,8,03,No,No,No,No,No,No,SABADO,10,2019
2019-03-09,CAIDA OCUPANTE,11,03,No,No,No,No,No,No,SABADO,10,2019
2019-03-09,CHOQUE,80,03,No,No,No,No,No,No,SABADO,10,2019
2019-03-09,OTRO,6,03,No,No,No,No,No,No,SABADO,10,2019
2019-03-09,VOLCAMIENTO,6,03,No,No,No,No,No,No,SABADO,10,2019
2019-03-10,ATROPELLO,18,03,No,No,No,No,No,No,DOMINGO,10,2019
2019-03-10,CAIDA OCUPANTE,17,03,No,No,No,No,No,No,DOMINGO,10,2019
2019-03-10,CHOQUE,79,03,No,No,No,No,No,No,DOMINGO,10,2019
2019-03-10,OTRO,10,03,No,No,No,No,No,No,DOMINGO,10,2019
2019-03-11,ATROPELLO,12,03,No,No,No,No,No,No,LUNES,10,2019
2019-03-11,CAIDA OCUPANTE,7,03,No,No,No,No,No,No,LUNES,10,2019
2019-03-11,CHOQUE,55,03,No,No,No,No,No,No,LUNES,10,2019
2019-03-11,OTRO,2,03,No,No,No,No,No,No,LUNES,10,2019
2019-03-12,ATROPELLO,12,03,No,No,No,No,No,No,MARTES,11,2019
2019-03-12,CAIDA OCUPANTE,17,03,No,No,No,No,No,No,MARTES,11,2019
2019-03-12,CHOQUE,89,03,No,No,No,No,No,No,MARTES,11,2019
2019-03-12,OTRO,10,03,No,No,No,No,No,No,MARTES,11,2019
2019-03-12,VOLCAMIENTO,1,03,No,No,No,No,No,No,MARTES,11,2019
2019-03-13,ATROPELLO,8,03,No,No,No,No,No,No,MIERCOLES,11,2019
2019-03-13,CAIDA OCUPANTE,22,03,No,No,No,No,No,No,MIERCOLES,11,2019
2019-03-13,CHOQUE,67,03,No,No,No,No,No,No,MIERCOLES,11,2019
2019-03-13,OTRO,18,03,No,No,No,No,No,No,MIERCOLES,11,2019
2019-03-13,VOLCAMIENTO,5,03,No,No,No,No,No,No,MIERCOLES,11,2019
2019-03-14,ATROPELLO,11,03,No,No,No,No,No,No,JUEVES,11,2019
2019-03-14,CAIDA OCUPANTE,16,03,No,No,No,No,No,No,JUEVES,11,2019
2019-03-14,CHOQUE,81,03,No,No,No,No,No,No,JUEVES,11,2019
2019-03-14,OTRO,5,03,No,No,No,No,No,No,JUEVES,11,2019
2019-03-14,VOLCAMIENTO,1,03,No,No,No,No,No,No,JUEVES,11,2019
2019-03-15,ATROPELLO,16,03,No,No,No,No,No,No,VIERNES,11,2019
2019-03-15,CAIDA OCUPANTE,21,03,No,No,No,No,No,No,VIERNES,11,2019
2019-03-15,CHOQUE,86,03,No,No,No,No,No,No,VIERNES,11,2019
2019-03-15,OTRO,15,03,No,No,No,No,No,No,VIERNES,11,2019
2019-03-15,VOLCAMIENTO,7,03,No,No,No,No,No,No,VIERNES,11,2019
2019-03-16,ATROPELLO,8,03,No,No,No,No,No,No,SABADO,11,2019
2019-03-16,CAIDA OCUPANTE,10,03,No,No,No,No,No,No,SABADO,11,2019
2019-03-16,CHOQUE,94,03,No,No,No,No,No,No,SABADO,11,2019
2019-03-16,OTRO,12,03,No,No,No,No,No,No,SABADO,11,2019
2019-03-16,VOLCAMIENTO,3,03,No,No,No,No,No,No,SABADO,11,2019
2019-03-17,ATROPELLO,16,03,No,No,No,No,No,No,DOMINGO,11,2019
2019-03-17,CAIDA OCUPANTE,12,03,No,No,No,No,No,No,DOMINGO,11,2019
2019-03-17,CHOQUE,74,03,No,No,No,No,No,No,DOMINGO,11,2019
2019-03-17,OTRO,11,03,No,No,No,No,No,No,DOMINGO,11,2019
2019-03-17,VOLCAMIENTO,5,03,No,No,No,No,No,No,DOMINGO,11,2019
2019-03-18,ATROPELLO,7,03,No,No,No,No,No,No,LUNES,11,2019
2019-03-18,CAIDA OCUPANTE,5,03,No,No,No,No,No,No,LUNES,11,2019
2019-03-18,CHOQUE,41,03,No,No,No,No,No,No,LUNES,11,2019
2019-03-18,OTRO,14,03,No,No,No,No,No,No,LUNES,11,2019
2019-03-18,VOLCAMIENTO,1,03,No,No,No,No,No,No,LUNES,11,2019
2019-03-19,ATROPELLO,5,03,No,No,No,No,No,No,MARTES,12,2019
2019-03-19,CAIDA OCUPANTE,6,03,No,No,No,No,No,No,MARTES,12,2019
2019-03-19,CHOQUE,40,03,No,No,No,No,No,No,MARTES,12,2019
2019-03-19,OTRO,10,03,No,No,No,No,No,No,MARTES,12,2019
2019-03-19,VOLCAMIENTO,1,03,No,No,No,No,No,No,MARTES,12,2019
2019-03-20,ATROPELLO,7,03,No,No,No,No,No,No,MIERCOLES,12,2019
2019-03-20,CAIDA OCUPANTE,20,03,No,No,No,No,No,No,MIERCOLES,12,2019
2019-03-20,CHOQUE,101,03,No,No,No,No,No,No,MIERCOLES,12,2019
2019-03-20,OTRO,12,03,No,No,No,No,No,No,MIERCOLES,12,2019
2019-03-20,VOLCAMIENTO,4,03,No,No,No,No,No,No,MIERCOLES,12,2019
2019-03-21,ATROPELLO,12,03,No,No,No,No,No,No,JUEVES,12,2019
2019-03-21,CAIDA OCUPANTE,15,03,No,No,No,No,No,No,JUEVES,12,2019
2019-03-21,CHOQUE,92,03,No,No,No,No,No,No,JUEVES,12,2019
2019-03-21,OTRO,11,03,No,No,No,No,No,No,JUEVES,12,2019
2019-03-22,ATROPELLO,9,03,No,No,No,No,No,No,VIERNES,12,2019
2019-03-22,CAIDA OCUPANTE,8,03,No,No,No,No,No,No,VIERNES,12,2019
2019-03-22,CHOQUE,79,03,No,No,No,No,No,No,VIERNES,12,2019
2019-03-22,OTRO,9,03,No,No,No,No,No,No,VIERNES,12,2019
2019-03-22,VOLCAMIENTO,3,03,No,No,No,No,No,No,VIERNES,12,2019
2019-03-23,ATROPELLO,7,03,No,No,No,No,No,No,SABADO,12,2019
2019-03-23,CAIDA OCUPANTE,11,03,No,No,No,No,No,No,SABADO,12,2019
2019-03-23,CHOQUE,85,03,No,No,No,No,No,No,SABADO,12,2019
2019-03-23,OTRO,14,03,No,No,No,No,No,No,SABADO,12,2019
2019-03-23,VOLCAMIENTO,1,03,No,No,No,No,No,No,SABADO,12,2019
2019-03-24,ATROPELLO,9,03,No,No,No,No,No,No,DOMINGO,12,2019
2019-03-24,CAIDA OCUPANTE,13,03,No,No,No,No,No,No,DOMINGO,12,2019
2019-03-24,CHOQUE,80,03,No,No,No,No,No,No,DOMINGO,12,2019
2019-03-24,OTRO,14,03,No,No,No,No,No,No,DOMINGO,12,2019
2019-03-24,VOLCAMIENTO,6,03,No,No,No,No,No,No,DOMINGO,12,2019
2019-03-25,ATROPELLO,6,03,Si,No,No,No,No,No,LUNES,12,2019
2019-03-25,CAIDA OCUPANTE,10,03,Si,No,No,No,No,No,LUNES,12,2019
2019-03-25,CHOQUE,45,03,Si,No,No,No,No,No,LUNES,12,2019
2019-03-25,OTRO,6,03,Si,No,No,No,No,No,LUNES,12,2019
2019-03-25,VOLCAMIENTO,2,03,Si,No,No,No,No,No,LUNES,12,2019
2019-03-26,ATROPELLO,6,03,No,No,No,No,No,No,MARTES,13,2019
2019-03-26,CAIDA OCUPANTE,15,03,No,No,No,No,No,No,MARTES,13,2019
2019-03-26,CHOQUE,84,03,No,No,No,No,No,No,MARTES,13,2019
2019-03-26,OTRO,10,03,No,No,No,No,No,No,MARTES,13,2019
2019-03-26,VOLCAMIENTO,8,03,No,No,No,No,No,No,MARTES,13,2019
2019-03-27,ATROPELLO,8,03,No,No,No,No,No,No,MIERCOLES,13,2019
2019-03-27,CAIDA OCUPANTE,11,03,No,No,No,No,No,No,MIERCOLES,13,2019
2019-03-27,CHOQUE,79,03,No,No,No,No,No,No,MIERCOLES,13,2019
2019-03-27,OTRO,6,03,No,No,No,No,No,No,MIERCOLES,13,2019
2019-03-27,VOLCAMIENTO,5,03,No,No,No,No,No,No,MIERCOLES,13,2019
2019-03-28,ATROPELLO,15,03,No,No,No,No,No,No,JUEVES,13,2019
2019-03-28,CAIDA OCUPANTE,12,03,No,No,No,No,No,No,JUEVES,13,2019
2019-03-28,CHOQUE,70,03,No,No,No,No,No,No,JUEVES,13,2019
2019-03-28,OTRO,7,03,No,No,No,No,No,No,JUEVES,13,2019
2019-03-28,VOLCAMIENTO,3,03,No,No,No,No,No,No,JUEVES,13,2019
2019-03-29,ATROPELLO,3,03,No,No,No,No,No,No,VIERNES,13,2019
2019-03-29,CAIDA OCUPANTE,10,03,No,No,No,No,No,No,VIERNES,13,2019
2019-03-29,CHOQUE,38,03,No,No,No,No,No,No,VIERNES,13,2019
2019-03-29,OTRO,11,03,No,No,No,No,No,No,VIERNES,13,2019
2019-03-30,ATROPELLO,6,03,No,No,No,No,No,No,SABADO,13,2019
2019-03-30,CAIDA OCUPANTE,5,03,No,No,No,No,No,No,SABADO,13,2019
2019-03-30,CHOQUE,17,03,No,No,No,No,No,No,SABADO,13,2019
2019-03-30,OTRO,5,03,No,No,No,No,No,No,SABADO,13,2019
2019-03-30,VOLCAMIENTO,1,03,No,No,No,No,No,No,SABADO,13,2019
2019-03-31,ATROPELLO,8,03,No,No,No,No,No,No,DOMINGO,13,2019
2019-03-31,CAIDA OCUPANTE,8,03,No,No,No,No,No,No,DOMINGO,13,2019
2019-03-31,CHOQUE,44,03,No,No,No,No,No,No,DOMINGO,13,2019
2019-03-31,OTRO,10,03,No,No,No,No,No,No,DOMINGO,13,2019
2019-04-01,ATROPELLO,4,04,No,No,No,No,No,No,LUNES,13,2019
2019-04-01,CAIDA OCUPANTE,5,04,No,No,No,No,No,No,LUNES,13,2019
2019-04-01,CHOQUE,46,04,No,No,No,No,No,No,LUNES,13,2019
2019-04-01,OTRO,8,04,No,No,No,No,No,No,LUNES,13,2019
2019-04-01,VOLCAMIENTO,3,04,No,No,No,No,No,No,LUNES,13,2019
2019-04-02,ATROPELLO,9,04,No,No,No,No,No,No,MARTES,14,2019
2019-04-02,CAIDA OCUPANTE,8,04,No,No,No,No,No,No,MARTES,14,2019
2019-04-02,CHOQUE,99,04,No,No,No,No,No,No,MARTES,14,2019
2019-04-02,OTRO,11,04,No,No,No,No,No,No,MARTES,14,2019
2019-04-02,VOLCAMIENTO,4,04,No,No,No,No,No,No,MARTES,14,2019
2019-04-03,ATROPELLO,14,04,No,No,No,No,No,No,MIERCOLES,14,2019
2019-04-03,CAIDA OCUPANTE,4,04,No,No,No,No,No,No,MIERCOLES,14,2019
2019-04-03,CHOQUE,83,04,No,No,No,No,No,No,MIERCOLES,14,2019
2019-04-03,OTRO,14,04,No,No,No,No,No,No,MIERCOLES,14,2019
2019-04-03,VOLCAMIENTO,4,04,No,No,No,No,No,No,MIERCOLES,14,2019
2019-04-04,ATROPELLO,10,04,No,No,No,No,No,No,JUEVES,14,2019
2019-04-04,CAIDA OCUPANTE,16,04,No,No,No,No,No,No,JUEVES,14,2019
2019-04-04,CHOQUE,72,04,No,No,No,No,No,No,JUEVES,14,2019
2019-04-04,OTRO,9,04,No,No,No,No,No,No,JUEVES,14,2019
2019-04-04,VOLCAMIENTO,5,04,No,No,No,No,No,No,JUEVES,14,2019
2019-04-05,ATROPELLO,13,04,No,No,No,No,No,No,VIERNES,14,2019
2019-04-05,CAIDA OCUPANTE,13,04,No,No,No,No,No,No,VIERNES,14,2019
2019-04-05,CHOQUE,97,04,No,No,No,No,No,No,VIERNES,14,2019
2019-04-05,OTRO,12,04,No,No,No,No,No,No,VIERNES,14,2019
2019-04-06,ATROPELLO,12,04,No,No,No,No,No,No,SABADO,14,2019
2019-04-06,CAIDA OCUPANTE,13,04,No,No,No,No,No,No,SABADO,14,2019
2019-04-06,CHOQUE,98,04,No,No,No,No,No,No,SABADO,14,2019
2019-04-06,OTRO,10,04,No,No,No,No,No,No,SABADO,14,2019
2019-04-07,ATROPELLO,8,04,No,No,No,No,No,No,DOMINGO,14,2019
2019-04-07,CAIDA OCUPANTE,6,04,No,No,No,No,No,No,DOMINGO,14,2019
2019-04-07,CHOQUE,90,04,No,No,No,No,No,No,DOMINGO,14,2019
2019-04-07,OTRO,7,04,No,No,No,No,No,No,DOMINGO,14,2019
2019-04-08,ATROPELLO,9,04,No,No,No,No,No,No,LUNES,14,2019
2019-04-08,CAIDA OCUPANTE,9,04,No,No,No,No,No,No,LUNES,14,2019
2019-04-08,CHOQUE,49,04,No,No,No,No,No,No,LUNES,14,2019
2019-04-08,OTRO,11,04,No,No,No,No,No,No,LUNES,14,2019
2019-04-08,VOLCAMIENTO,4,04,No,No,No,No,No,No,LUNES,14,2019
2019-04-09,ATROPELLO,10,04,No,No,No,No,No,No,MARTES,15,2019
2019-04-09,CAIDA OCUPANTE,11,04,No,No,No,No,No,No,MARTES,15,2019
2019-04-09,CHOQUE,92,04,No,No,No,No,No,No,MARTES,15,2019
2019-04-09,OTRO,11,04,No,No,No,No,No,No,MARTES,15,2019
2019-04-09,VOLCAMIENTO,5,04,No,No,No,No,No,No,MARTES,15,2019
2019-04-10,ATROPELLO,8,04,No,No,No,No,No,No,MIERCOLES,15,2019
2019-04-10,CAIDA OCUPANTE,15,04,No,No,No,No,No,No,MIERCOLES,15,2019
2019-04-10,CHOQUE,101,04,No,No,No,No,No,No,MIERCOLES,15,2019
2019-04-10,OTRO,14,04,No,No,No,No,No,No,MIERCOLES,15,2019
2019-04-10,VOLCAMIENTO,5,04,No,No,No,No,No,No,MIERCOLES,15,2019
2019-04-11,ATROPELLO,8,04,No,No,No,No,No,No,JUEVES,15,2019
2019-04-11,CAIDA OCUPANTE,9,04,No,No,No,No,No,No,JUEVES,15,2019
2019-04-11,CHOQUE,87,04,No,No,No,No,No,No,JUEVES,15,2019
2019-04-11,OTRO,13,04,No,No,No,No,No,No,JUEVES,15,2019
2019-04-11,VOLCAMIENTO,2,04,No,No,No,No,No,No,JUEVES,15,2019
2019-04-12,ATROPELLO,14,04,No,No,No,No,No,No,VIERNES,15,2019
2019-04-12,CAIDA OCUPANTE,18,04,No,No,No,No,No,No,VIERNES,15,2019
2019-04-12,CHOQUE,69,04,No,No,No,No,No,No,VIERNES,15,2019
2019-04-12,OTRO,13,04,No,No,No,No,No,No,VIERNES,15,2019
2019-04-12,VOLCAMIENTO,3,04,No,No,No,No,No,No,VIERNES,15,2019
2019-04-13,ATROPELLO,11,04,No,No,No,No,No,No,SABADO,15,2019
2019-04-13,CAIDA OCUPANTE,11,04,No,No,No,No,No,No,SABADO,15,2019
2019-04-13,CHOQUE,80,04,No,No,No,No,No,No,SABADO,15,2019
2019-04-13,OTRO,13,04,No,No,No,No,No,No,SABADO,15,2019
2019-04-13,VOLCAMIENTO,3,04,No,No,No,No,No,No,SABADO,15,2019
2019-04-14,ATROPELLO,12,04,No,No,No,No,Si,No,DOMINGO,15,2019
2019-04-14,CAIDA OCUPANTE,18,04,No,No,No,No,Si,No,DOMINGO,15,2019
2019-04-14,CHOQUE,66,04,No,No,No,No,Si,No,DOMINGO,15,2019
2019-04-14,OTRO,5,04,No,No,No,No,Si,No,DOMINGO,15,2019
2019-04-14,VOLCAMIENTO,4,04,No,No,No,No,Si,No,DOMINGO,15,2019
2019-04-15,ATROPELLO,7,04,No,No,No,No,Si,No,LUNES,15,2019
2019-04-15,CAIDA OCUPANTE,5,04,No,No,No,No,Si,No,LUNES,15,2019
2019-04-15,CHOQUE,37,04,No,No,No,No,Si,No,LUNES,15,2019
2019-04-15,OTRO,5,04,No,No,No,No,Si,No,LUNES,15,2019
2019-04-15,VOLCAMIENTO,2,04,No,No,No,No,Si,No,LUNES,15,2019
2019-04-16,ATROPELLO,12,04,No,No,No,No,Si,No,MARTES,16,2019
2019-04-16,CAIDA OCUPANTE,15,04,No,No,No,No,Si,No,MARTES,16,2019
2019-04-16,CHOQUE,95,04,No,No,No,No,Si,No,MARTES,16,2019
2019-04-16,OTRO,12,04,No,No,No,No,Si,No,MARTES,16,2019
2019-04-16,VOLCAMIENTO,2,04,No,No,No,No,Si,No,MARTES,16,2019
2019-04-17,ATROPELLO,9,04,No,No,No,No,Si,No,MIERCOLES,16,2019
2019-04-17,CAIDA OCUPANTE,13,04,No,No,No,No,Si,No,MIERCOLES,16,2019
2019-04-17,CHOQUE,73,04,No,No,No,No,Si,No,MIERCOLES,16,2019
2019-04-17,OTRO,8,04,No,No,No,No,Si,No,MIERCOLES,16,2019
2019-04-17,VOLCAMIENTO,3,04,No,No,No,No,Si,No,MIERCOLES,16,2019
2019-04-18,ATROPELLO,14,04,No,No,No,No,Si,No,JUEVES,16,2019
2019-04-18,CAIDA OCUPANTE,8,04,No,No,No,No,Si,No,JUEVES,16,2019
2019-04-18,CHOQUE,78,04,No,No,No,No,Si,No,JUEVES,16,2019
2019-04-18,OTRO,6,04,No,No,No,No,Si,No,JUEVES,16,2019
2019-04-18,VOLCAMIENTO,1,04,No,No,No,No,Si,No,JUEVES,16,2019
2019-04-19,ATROPELLO,13,04,No,No,No,No,Si,No,VIERNES,16,2019
2019-04-19,CAIDA OCUPANTE,8,04,No,No,No,No,Si,No,VIERNES,16,2019
2019-04-19,CHOQUE,81,04,No,No,No,No,Si,No,VIERNES,16,2019
2019-04-19,OTRO,8,04,No,No,No,No,Si,No,VIERNES,16,2019
2019-04-19,VOLCAMIENTO,8,04,No,No,No,No,Si,No,VIERNES,16,2019
2019-04-20,ATROPELLO,16,04,No,No,No,No,Si,No,SABADO,16,2019
2019-04-20,CAIDA OCUPANTE,9,04,No,No,No,No,Si,No,SABADO,16,2019
2019-04-20,CHOQUE,85,04,No,No,No,No,Si,No,SABADO,16,2019
2019-04-20,OTRO,8,04,No,No,No,No,Si,No,SABADO,16,2019
2019-04-20,VOLCAMIENTO,1,04,No,No,No,No,Si,No,SABADO,16,2019
2019-04-21,ATROPELLO,8,04,No,No,No,No,No,No,DOMINGO,16,2019
2019-04-21,CAIDA OCUPANTE,11,04,No,No,No,No,No,No,DOMINGO,16,2019
2019-04-21,CHOQUE,83,04,No,No,No,No,No,No,DOMINGO,16,2019
2019-04-21,OTRO,6,04,No,No,No,No,No,No,DOMINGO,16,2019
2019-04-21,VOLCAMIENTO,2,04,No,No,No,No,No,No,DOMINGO,16,2019
2019-04-22,ATROPELLO,7,04,No,No,No,No,No,No,LUNES,16,2019
2019-04-22,CAIDA OCUPANTE,8,04,No,No,No,No,No,No,LUNES,16,2019
2019-04-22,CHOQUE,56,04,No,No,No,No,No,No,LUNES,16,2019
2019-04-22,OTRO,7,04,No,No,No,No,No,No,LUNES,16,2019
2019-04-22,VOLCAMIENTO,8,04,No,No,No,No,No,No,LUNES,16,2019
2019-04-23,ATROPELLO,16,04,No,No,No,No,No,No,MARTES,17,2019
2019-04-23,CAIDA OCUPANTE,13,04,No,No,No,No,No,No,MARTES,17,2019
2019-04-23,CHOQUE,110,04,No,No,No,No,No,No,MARTES,17,2019
2019-04-23,OTRO,7,04,No,No,No,No,No,No,MARTES,17,2019
2019-04-23,VOLCAMIENTO,3,04,No,No,No,No,No,No,MARTES,17,2019
2019-04-24,ATROPELLO,9,04,No,No,No,No,No,No,MIERCOLES,17,2019
2019-04-24,CAIDA OCUPANTE,7,04,No,No,No,No,No,No,MIERCOLES,17,2019
2019-04-24,CHOQUE,51,04,No,No,No,No,No,No,MIERCOLES,17,2019
2019-04-24,OTRO,7,04,No,No,No,No,No,No,MIERCOLES,17,2019
2019-04-24,VOLCAMIENTO,1,04,No,No,No,No,No,No,MIERCOLES,17,2019
2019-04-25,ATROPELLO,12,04,No,No,No,No,No,No,JUEVES,17,2019
2019-04-25,CAIDA OCUPANTE,7,04,No,No,No,No,No,No,JUEVES,17,2019
2019-04-25,CHOQUE,95,04,No,No,No,No,No,No,JUEVES,17,2019
2019-04-25,OTRO,13,04,No,No,No,No,No,No,JUEVES,17,2019
2019-04-26,ATROPELLO,5,04,No,No,No,No,No,No,VIERNES,17,2019
2019-04-26,CAIDA OCUPANTE,14,04,No,No,No,No,No,No,VIERNES,17,2019
2019-04-26,CHOQUE,79,04,No,No,No,No,No,No,VIERNES,17,2019
2019-04-26,OTRO,23,04,No,No,No,No,No,No,VIERNES,17,2019
2019-04-26,VOLCAMIENTO,7,04,No,No,No,No,No,No,VIERNES,17,2019
2019-04-27,ATROPELLO,11,04,No,No,No,No,No,No,SABADO,17,2019
2019-04-27,CAIDA OCUPANTE,13,04,No,No,No,No,No,No,SABADO,17,2019
2019-04-27,CHOQUE,93,04,No,No,No,No,No,No,SABADO,17,2019
2019-04-27,OTRO,7,04,No,No,No,No,No,No,SABADO,17,2019
2019-04-27,VOLCAMIENTO,7,04,No,No,No,No,No,No,SABADO,17,2019
2019-04-28,ATROPELLO,8,04,No,No,No,No,No,No,DOMINGO,17,2019
2019-04-28,CAIDA OCUPANTE,9,04,No,No,No,No,No,No,DOMINGO,17,2019
2019-04-28,CHOQUE,82,04,No,No,No,No,No,No,DOMINGO,17,2019
2019-04-28,OTRO,10,04,No,No,No,No,No,No,DOMINGO,17,2019
2019-04-28,VOLCAMIENTO,4,04,No,No,No,No,No,No,DOMINGO,17,2019
2019-04-29,ATROPELLO,5,04,No,No,No,No,No,No,LUNES,17,2019
2019-04-29,CAIDA OCUPANTE,3,04,No,No,No,No,No,No,LUNES,17,2019
2019-04-29,CHOQUE,45,04,No,No,No,No,No,No,LUNES,17,2019
2019-04-29,OTRO,13,04,No,No,No,No,No,No,LUNES,17,2019
2019-04-29,VOLCAMIENTO,1,04,No,No,No,No,No,No,LUNES,17,2019
2019-04-30,ATROPELLO,9,04,No,No,No,No,No,No,MARTES,18,2019
2019-04-30,CAIDA OCUPANTE,10,04,No,No,No,No,No,No,MARTES,18,2019
2019-04-30,CHOQUE,78,04,No,No,No,No,No,No,MARTES,18,2019
2019-04-30,OTRO,12,04,No,No,No,No,No,No,MARTES,18,2019
2019-04-30,VOLCAMIENTO,1,04,No,No,No,No,No,No,MARTES,18,2019
2019-05-01,ATROPELLO,6,05,Si,No,No,No,No,No,MIERCOLES,18,2019
2019-05-01,CAIDA OCUPANTE,9,05,Si,No,No,No,No,No,MIERCOLES,18,2019
2019-05-01,CHOQUE,28,05,Si,No,No,No,No,No,MIERCOLES,18,2019
2019-05-01,OTRO,8,05,Si,No,No,No,No,No,MIERCOLES,18,2019
2019-05-01,VOLCAMIENTO,1,05,Si,No,No,No,No,No,MIERCOLES,18,2019
2019-05-02,ATROPELLO,14,05,No,No,No,No,No,No,JUEVES,18,2019
2019-05-02,CAIDA OCUPANTE,10,05,No,No,No,No,No,No,JUEVES,18,2019
2019-05-02,CHOQUE,92,05,No,No,No,No,No,No,JUEVES,18,2019
2019-05-02,OTRO,21,05,No,No,No,No,No,No,JUEVES,18,2019
2019-05-02,VOLCAMIENTO,4,05,No,No,No,No,No,No,JUEVES,18,2019
2019-05-03,ATROPELLO,16,05,No,No,No,No,No,No,VIERNES,18,2019
2019-05-03,CAIDA OCUPANTE,14,05,No,No,No,No,No,No,VIERNES,18,2019
2019-05-03,CHOQUE,82,05,No,No,No,No,No,No,VIERNES,18,2019
2019-05-03,OTRO,17,05,No,No,No,No,No,No,VIERNES,18,2019
2019-05-03,VOLCAMIENTO,2,05,No,No,No,No,No,No,VIERNES,18,2019
2019-05-04,ATROPELLO,12,05,No,No,No,No,No,No,SABADO,18,2019
2019-05-04,CAIDA OCUPANTE,14,05,No,No,No,No,No,No,SABADO,18,2019
2019-05-04,CHOQUE,74,05,No,No,No,No,No,No,SABADO,18,2019
2019-05-04,OTRO,18,05,No,No,No,No,No,No,SABADO,18,2019
2019-05-04,VOLCAMIENTO,2,05,No,No,No,No,No,No,SABADO,18,2019
2019-05-05,ATROPELLO,9,05,No,No,No,No,No,No,DOMINGO,18,2019
2019-05-05,CAIDA OCUPANTE,21,05,No,No,No,No,No,No,DOMINGO,18,2019
2019-05-05,CHOQUE,71,05,No,No,No,No,No,No,DOMINGO,18,2019
2019-05-05,OTRO,8,05,No,No,No,No,No,No,DOMINGO,18,2019
2019-05-06,ATROPELLO,7,05,No,No,No,No,No,No,LUNES,18,2019
2019-05-06,CAIDA OCUPANTE,6,05,No,No,No,No,No,No,LUNES,18,2019
2019-05-06,CHOQUE,40,05,No,No,No,No,No,No,LUNES,18,2019
2019-05-06,OTRO,6,05,No,No,No,No,No,No,LUNES,18,2019
2019-05-06,VOLCAMIENTO,5,05,No,No,No,No,No,No,LUNES,18,2019
2019-05-07,ATROPELLO,2,05,No,No,No,No,No,No,MARTES,19,2019
2019-05-07,CAIDA OCUPANTE,20,05,No,No,No,No,No,No,MARTES,19,2019
2019-05-07,CHOQUE,65,05,No,No,No,No,No,No,MARTES,19,2019
2019-05-07,OTRO,16,05,No,No,No,No,No,No,MARTES,19,2019
2019-05-07,VOLCAMIENTO,2,05,No,No,No,No,No,No,MARTES,19,2019
2019-05-08,ATROPELLO,17,05,No,No,No,No,No,No,MIERCOLES,19,2019
2019-05-08,CAIDA OCUPANTE,12,05,No,No,No,No,No,No,MIERCOLES,19,2019
2019-05-08,CHOQUE,77,05,No,No,No,No,No,No,MIERCOLES,19,2019
2019-05-08,OTRO,11,05,No,No,No,No,No,No,MIERCOLES,19,2019
2019-05-08,VOLCAMIENTO,5,05,No,No,No,No,No,No,MIERCOLES,19,2019
2019-05-09,ATROPELLO,8,05,No,No,No,No,No,No,JUEVES,19,2019
2019-05-09,CAIDA OCUPANTE,13,05,No,No,No,No,No,No,JUEVES,19,2019
2019-05-09,CHOQUE,79,05,No,No,No,No,No,No,JUEVES,19,2019
2019-05-09,OTRO,13,05,No,No,No,No,No,No,JUEVES,19,2019
2019-05-09,VOLCAMIENTO,5,05,No,No,No,No,No,No,JUEVES,19,2019
2019-05-10,ATROPELLO,10,05,No,No,No,No,No,No,VIERNES,19,2019
2019-05-10,CAIDA OCUPANTE,16,05,No,No,No,No,No,No,VIERNES,19,2019
2019-05-10,CHOQUE,79,05,No,No,No,No,No,No,VIERNES,19,2019
2019-05-10,OTRO,15,05,No,No,No,No,No,No,VIERNES,19,2019
2019-05-10,VOLCAMIENTO,2,05,No,No,No,No,No,No,VIERNES,19,2019
2019-05-11,ATROPELLO,12,05,No,No,No,No,No,No,SABADO,19,2019
2019-05-11,CAIDA OCUPANTE,10,05,No,No,No,No,No,No,SABADO,19,2019
2019-05-11,CHOQUE,115,05,No,No,No,No,No,No,SABADO,19,2019
2019-05-11,OTRO,10,05,No,No,No,No,No,No,SABADO,19,2019
2019-05-11,VOLCAMIENTO,4,05,No,No,No,No,No,No,SABADO,19,2019
2019-05-12,ATROPELLO,8,05,No,Si,No,No,No,No,DOMINGO,19,2019
